ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength
1,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,50,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,51,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,52,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,53,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,54,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,55,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,56,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,57,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,58,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
1,59,dauerProtocol1,20220407,nan,0,m2X,p002,0,A01,nan
2,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
2,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A02,nan
3,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
3,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,A03,nan
4,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
4,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A04,nan
5,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,50,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
5,51,dauerProtocol1,20220407,nan,0,m2X,p002,0,A05,nan
