ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_Well,Metadata_wavelength,FileName_RawBF,FileName_RawRFP,FileName_well_mask,PathName_RawBF,PathName_RawRFP,PathName_well_mask,Location_Center_X,Location_Center_Y,Number_Object_Number,Worm_Angle_1,Worm_Angle_10,Worm_Angle_11,Worm_Angle_12,Worm_Angle_13,Worm_Angle_14,Worm_Angle_15,Worm_Angle_16,Worm_Angle_17,Worm_Angle_18,Worm_Angle_19,Worm_Angle_2,Worm_Angle_3,Worm_Angle_4,Worm_Angle_5,Worm_Angle_6,Worm_Angle_7,Worm_Angle_8,Worm_Angle_9,Worm_ControlPointX_1,Worm_ControlPointX_10,Worm_ControlPointX_11,Worm_ControlPointX_12,Worm_ControlPointX_13,Worm_ControlPointX_14,Worm_ControlPointX_15,Worm_ControlPointX_16,Worm_ControlPointX_17,Worm_ControlPointX_18,Worm_ControlPointX_19,Worm_ControlPointX_2,Worm_ControlPointX_20,Worm_ControlPointX_21,Worm_ControlPointX_3,Worm_ControlPointX_4,Worm_ControlPointX_5,Worm_ControlPointX_6,Worm_ControlPointX_7,Worm_ControlPointX_8,Worm_ControlPointX_9,Worm_ControlPointY_1,Worm_ControlPointY_10,Worm_ControlPointY_11,Worm_ControlPointY_12,Worm_ControlPointY_13,Worm_ControlPointY_14,Worm_ControlPointY_15,Worm_ControlPointY_16,Worm_ControlPointY_17,Worm_ControlPointY_18,Worm_ControlPointY_19,Worm_ControlPointY_2,Worm_ControlPointY_20,Worm_ControlPointY_21,Worm_ControlPointY_3,Worm_ControlPointY_4,Worm_ControlPointY_5,Worm_ControlPointY_6,Worm_ControlPointY_7,Worm_ControlPointY_8,Worm_ControlPointY_9,Worm_Length
1,1,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1046.711467324291,201.35388409371146,1,0.32711284719059974,-0.03894849135269629,0.016827544315990317,2.942091015256665e-14,0.07130911991529132,1.6653345369377348e-15,0.0,-0.0713091199153113,-0.06804812563780338,0.07210632526089511,-0.07210632526089511,-0.060326224876499746,-2.842170943040401e-14,1.942890293094024e-14,0.0740381356587736,-0.022898524415341015,-0.02875299905258566,-0.09369573210615612,0.02212094703668943,984.0,1039.7493903345592,1046.0,1053.0079689783217,1059.84436508139,1066.6807611844577,1072.810050506339,1078.9393398282202,1085.0686291501015,1091.9050252531695,1099.0343145750508,992.0,1105.4564971157456,1113.0,997.5514718625762,1003.6807611844574,1009.8100505063389,1015.9393398282202,1021.3615223689151,1027.0,1032.9129942314912,123.0,194.7493903345592,202.24264068711955,210.0079689783219,217.84436508138984,225.6807611844577,233.810050506339,241.9393398282203,250.06862915010163,257.90502525316947,265.03431457505076,129.18284271247464,272.4564971157456,280.0,137.55147186257616,145.68076118445754,153.81005050633888,161.93933982822026,170.36152236891508,178.6941125496956,186.91299423149127,213.36248173426415
1,2,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1217.1801769911503,340.73097345132743,2,0.07212271387862002,-0.10203031344229219,-0.17934290263334418,0.13117843570848686,-0.060094680246811416,0.05420582420878417,-0.060059115914326,0.06594797195231727,0.032562381510986116,0.02486206548201131,-0.2128434416275493,-0.05080279643185759,0.09549970722878864,-0.08078085412607927,0.0913382345828877,-0.11664960986305584,0.09141061552147267,0.06494574191342206,0.019149798212438895,1174.0,1212.0,1215.0,1219.0991246525582,1225.1275181151177,1229.7416980153039,1235.0,1239.6771645968633,1244.9984512782362,1249.6126311784228,1254.0,1179.0,1258.0,1264.0,1183.2283598003728,1188.0,1191.7496128195592,1196.3637927197456,1200.0,1204.8850457389317,1208.7921188579317,234.0,330.9888067764791,342.2716018834328,353.0991246525582,363.1275181151177,373.7416980153041,384.08907381226254,394.6771645968634,404.9984512782363,415.6126311784227,426.67705047321203,244.4543679822075,437.54563201779257,447.0,255.22835980037283,265.77731750899557,276.7496128195591,287.36379271974556,298.38306214273734,308.88504573893186,319.7921188579317,250.50871588145927
1,3,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,702.756455399061,331.6299882629108,3,0.0034002918787521264,0.08844274605234115,0.07751632240793471,0.15608999298684134,-1.3322676295501878e-15,0.15134456656211093,-0.07464668311281764,8.881784197001252e-16,0.0,-0.07669788344929285,0.07669788344929285,-0.11461420074905104,0.05336726568251349,0.01067666436931336,0.15132548739656104,0.04985078441401125,0.048129997700072535,0.1493860313733315,0.022154156454291196,606.0,706.8326947828333,715.0,722.0,728.0,732.0,736.0,738.0,741.0,744.0,747.0,617.7591883092038,751.0,754.0,629.6899494936612,642.0493903345591,654.12304473783,666.1390872965261,677.312489168103,688.1929978208663,698.3663996924431,237.0,313.8326947828333,325.4228355337249,337.4964899369958,349.9843579026397,363.3006529930299,376.6169480834201,390.76167029855657,404.49217895131983,418.22268760408315,431.95319625684647,244.7591883092037,445.2694913472367,459.0,252.68994949366117,259.0,266.0,273.1390872965261,282.31248916810296,292.19299782086625,302.36639969244305,299.46298679765255
1,4,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1366.0548178413346,362.6561116785836,4,-0.1376766332806568,0.09906066275785444,-0.1042665529874558,-0.07679509138590734,0.10226624122717823,0.045271189919809246,-0.0655364495314803,0.0314750048909765,0.014243264650158613,-0.1277192511566423,0.0,0.0973734847130332,0.04030314856762679,0.05306481946040911,-0.09489056819455088,0.10175823781436827,0.015445617770987796,-0.011098609481137861,-0.15082737065268095,1246.0,1354.499215259084,1366.6668453037587,1377.5918346613144,1390.5878918307353,1403.1697354377834,1415.2385534203845,1427.09078196476,1439.258412009435,1451.5941504443451,1464.0078856611578,1257.7534164823019,1477.418156392952,1490.0,1269.3583850262003,1282.0886765716518,1293.8420930539535,1306.2127196651113,1318.3312520064314,1329.8076639999874,1342.1372405768336,345.0,364.0,365.0,367.0,368.0,368.0,369.23855342038456,371.0,372.0,373.40584955565487,375.0,347.0,375.0,375.0,347.3583850262001,349.0,351.0,353.78728033488875,355.3312520064315,358.0,361.0686202884168,268.2054146358839
1,5,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1062.8301533857089,501.7998503554059,5,-5.551115123125783e-15,-0.0060412108747816,0.07085355170472929,0.005489236327179903,0.0,0.0,0.05042184031632191,0.039538869000129706,-0.06472861340141978,0.019855856763846047,0.025133983290052342,0.0098657962551717,-0.019696097795019463,-0.018995897764951475,0.07790818634652696,-0.06842855573157358,0.1381206300125104,-0.0696920742809699,0.06969207428097213,1009.0,1061.2790169994332,1066.0664202043229,1070.9872189340363,1075.1860557351206,1079.2663521588238,1083.346648582527,1087.4269450062302,1091.0,1094.1733242912635,1098.0,1015.0,1101.6268103574835,1105.0,1021.0,1026.897743520602,1033.0,1039.300977055128,1044.795487041204,1050.997103808467,1055.7845070133567,407.0,491.27901699943317,501.066420204323,510.97443786807276,521.1860557351206,531.2663521588238,541.346648582527,551.4269450062302,561.7173477096094,572.1733242912635,582.3586738548047,416.285129166665,592.6268103574834,603.0,425.5702583333299,434.89774352060203,444.1405166666599,453.3009770551278,462.7954870412041,471.99710380846705,481.7845070133568,235.40821081807078
1,6,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1206.8373547810545,480.5975573428656,6,-0.0951608970382184,0.0,0.07572350089166618,-0.12820026856751965,0.10100239295305413,-0.10878154955930974,0.06025592428211243,-0.06529612132252871,0.06106757391932521,0.07995204829486632,-0.1410196222141891,-0.030635531154510613,-0.017741084428246554,0.07176875631048836,0.0,0.06774734907805663,0.04964104655894898,0.04975258746990639,0.0452818840679407,1068.0,1192.7731644844946,1206.6828731563687,1220.5925818282428,1234.0880769377438,1248.291327408358,1261.9345885791445,1275.4029893909933,1289.3126980628672,1302.8081931723684,1317.009009780998,1081.9097086718743,1330.504504890499,1344.0,1094.700735903946,1107.658058203757,1121.5677668756312,1135.0632619851324,1150.2156113441258,1164.9537471407461,1178.610555460359,470.0,474.0,477.0,480.0,484.0,486.29132740835814,489.9345885791446,492.0,495.0,497.0,500.0,471.0,504.0,506.0,470.700735903946,470.0,469.0,469.0,469.0,470.0,471.6105554603588,303.04698717986923
1,7,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1504.1136023916292,757.6270553064275,7,-0.14045694169478762,-0.006622900391264341,-0.01309722449623374,0.045832915058101165,0.003694665228464622,0.007452624582661382,-0.01863870441142934,0.09036728503021285,0.021770404332637217,-0.06421242687456408,0.06296151530831207,0.21011365752038969,-0.016218211206678657,-0.032794405773841184,0.04480045551192102,0.07260536858805366,-0.06839320711944241,0.0,0.06839320711945973,1559.0,1512.3419768476115,1506.1363755911877,1500.0,1494.0,1487.5195718219165,1481.0,1474.4012625278829,1468.0,1460.9900600150354,1453.3702451962386,1554.2086123059494,1446.4575371586284,1439.0,1550.8314381742716,1545.3329436990346,1540.0,1535.0,1529.5445670545096,1523.338965798086,1517.8404713228488,663.0,749.6580231523885,758.8636244088123,768.097899874641,777.3886639599164,786.4804281780833,795.5559785680939,804.5987374721173,813.7232931762715,822.0099399849646,830.6297548037614,672.7913876940506,839.5424628413716,848.0,683.1685618257283,692.6670563009653,702.234124152967,711.9391018006155,721.4554329454904,730.6610342019142,740.1595286771513,235.52090919027916
1,8,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,741.4766447368421,811.3513157894737,8,0.05512585227309019,-0.013391165642895775,-0.0662562762259511,-0.07399584136788073,-0.05968868934300309,0.0,-0.058107960192837815,-0.056214375775304415,0.05621437577529864,-0.11028974209004394,0.05407536631474574,-0.09211993899134407,-0.0051357167541694615,0.030738534932648776,-0.022286174711573015,0.044596575010741546,-0.07984999866281584,0.10185497367536511,-0.030924209668825586,854.0,751.8472846739559,740.4986309170848,729.2132339194436,718.2418662168686,707.6258465021331,697.3027200062111,686.9795935102891,676.9493602331805,667.2120201748853,657.1817868977769,842.3583118326121,647.7373400582951,638.0,830.7586653554436,819.351014806944,808.2110129029327,796.9256159052914,785.7455963498567,774.3548219100087,763.3419840451318,758.0,803.1527153260442,808.0,813.0,818.7581337831314,825.3741534978669,832.6972799937889,840.0204064897109,848.0506397668195,856.7879798251147,864.8182131022232,763.0,874.2626599417049,883.0,767.2413346445566,772.648985193056,778.0,783.0,788.2544036501433,793.0,798.6580159548682,267.12929619013556
1,9,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,513.1113689095127,874.7624129930394,9,0.07774365522845406,-0.08096753676739654,0.003223881538973572,-9.325873406851315e-15,0.23057515319637467,-0.14600780742062902,-0.0068236905473177956,4.440892098500626e-15,0.2387901782999764,-0.01972121174843311,-0.03428494852090447,-0.052741546187003774,-0.04423510611777148,-0.0625883525096711,0.004077694357572881,-1.7319479184152442e-14,-0.06399168480953987,0.12542513409038536,0.016310205947599687,576.0,519.5262759462182,513.3149522276606,507.65313826589943,501.73470776615517,495.816277266411,488.650995339352,482.214215617178,476.0028918986204,469.3773546176898,461.71554065592863,569.3744627190694,454.29885686883523,447.0,562.4560322193252,555.6768560644907,549.2342153773715,543.1999979451949,537.2815674454507,531.3631369457066,526.0,810.0,870.4737240537818,876.6850477723394,883.3468617341007,890.2652922338448,897.1837227335889,902.43625582581,908.7857843828219,914.9971081013796,921.6226453823102,926.2844593440714,816.6255372809308,931.0,936.0,822.5439677806748,828.9923579516319,835.6877128301713,842.8000020548052,849.7184325545493,856.6368630542935,863.7853036752183,187.39849361401522
1,10,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,718.9941368078175,933.7332247557003,10,2.831068712794149e-15,-0.00023284834520198583,0.032605257290921286,3.885780586188048e-15,0.060500812431078244,4.3298697960381105e-15,-1.4949760528959466e-05,2.9899471999716987e-05,-1.494971147508739e-05,0.05970906840016377,-0.2928354912036286,0.0,-0.012981385981198523,-0.050503307034772627,0.060236971090232794,0.0,0.0008841357013910089,0.002363586224344516,0.08601037236672321,602.0,709.9318045973454,721.463990038858,732.9972956562353,744.3736075907777,755.74991952532,766.833338241049,777.9167569567778,789.0002484384414,800.0835943882355,811.1670131039645,613.9463990038859,821.95753860088,833.0,625.8927980077716,637.8391970116573,649.8483934886772,662.1033850796599,674.0654834518292,686.0275818239985,697.9854055934595,891.0,926.0,931.0,935.9972956562353,941.3736075907776,946.7499195253199,952.8333382410489,958.9167569567778,965.0,971.0835943882355,977.1670131039645,895.0,983.9575386008798,987.0,899.0,903.0,906.8483934886772,910.1033850796599,914.0654834518292,918.0275818239985,922.0,272.0650650675635
1,11,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1559.827412763282,1051.6938069789373,11,-0.22326231023456766,0.0,-0.0073288138668634595,-0.06822363771450402,0.029286697968959885,-0.07286703772217318,0.03625072953688879,-0.014436174275238134,-0.02181455526165066,0.10853598695438982,-0.16594094127232095,0.134081546075125,0.038071381504574564,-0.148752270444527,0.007318603209458985,0.02153858162728639,0.03058950760728818,-0.16568180723466885,0.08283445765546271,1516.0,1553.0,1558.0,1563.0,1568.0882682629272,1574.0,1579.5576333169747,1585.9994226251847,1592.0,1598.175894460419,1604.617683768629,1518.0,1609.8511039106033,1617.0,1523.0,1526.3756204563251,1529.2818758586027,1534.0,1538.6299205690907,1543.0,1547.0,931.0,1041.0078361932924,1053.0468341870478,1065.0858321808032,1077.0882682629272,1088.7496146059411,1100.5576333169747,1111.9994226251847,1123.6239679000882,1135.175894460419,1146.617683768629,942.6247844313825,1158.8511039106033,1170.0,954.6637824251379,967.3756204563251,980.2818758586027,992.437630655897,1004.6299205690905,1016.9298402057811,1029.3830517619099,282.20131611242016
1,12,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,189.5791217895609,1041.9192212096107,12,0.14893506999768702,-0.09532432804228996,-0.056613706294072585,0.0,-0.07832464373905657,0.23051171401643344,-0.07506351298640324,-0.015238988990389224,0.07259216325329598,-0.020269930925572943,-0.037083243337331595,-0.07387155701127401,0.07228069038259122,-0.07228069038259344,-0.008572451153706862,0.017107308990295333,-0.008534857836588472,-0.12686163537471318,0.12661259943369885,248.0,194.0,187.86984848098334,182.69834957055025,178.07867965644016,173.45900974233007,169.54644660940653,163.5125631329234,158.1857864376268,153.0,147.0,242.67322330470336,141.32677669529662,136.0,235.7606601717798,229.72677669529662,222.98578643762687,216.95190296114365,211.0,204.88413600817725,198.85025253169403,961.0,1033.6739069349653,1041.8402020253557,1050.3016504294496,1058.9213203435597,1067.5409902576698,1076.4535533905935,1084.4874368670767,1092.8142135623732,1101.1993903345592,1109.4899494936612,969.3267766952968,1117.6732233047035,1126.0,977.2393398282202,985.2732233047034,993.0142135623731,1001.0480970388564,1009.1159379566436,1017.1158639918227,1025.149747468306,210.6639969244291
1,13,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,576.3511356660528,1054.2271332105586,13,3.1086244689504383e-15,0.08673641796126352,0.02980942026749611,0.0,0.0751822795513366,0.07908241178654496,-0.009200452453384411,0.059461575145358214,-0.02211540605308082,0.015106230994192948,0.02472349735036028,-0.0805805532302517,0.0021801799669183275,-0.06054650418573848,0.13989777819694593,0.06848874342568445,0.16745577292096003,0.0,0.02851840065573663,705.0,591.2259036901678,577.3788350671766,564.6740308143859,550.1554536893756,535.6368765643654,522.3609401264744,509.49921725095646,495.8090672506924,482.17113601685435,468.68312627163175,692.5524906868552,455.27593643789095,442.0,680.1049813737103,668.0716856229386,656.0271457389381,644.2964953065962,631.4439141180814,618.606203690696,604.9160536904319,1020.0,1062.0,1063.6211649328234,1064.0,1064.0,1064.0,1063.0,1061.0,1059.0,1056.1711360168545,1053.6831262716319,1025.0,1051.0,1048.0,1030.0,1036.0,1041.972854261062,1048.7035046934038,1053.8520286273063,1058.0,1060.0,290.3715425002058
1,14,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1178.4295719844358,1208.5178988326848,14,0.04878418243829952,-0.0239364634153576,0.08779186673172346,0.026525235343863418,0.13209712325458112,0.0,0.06456632655371797,-1.7763568394002505e-15,0.06753079670086093,0.01771204784254854,0.03419650655732065,0.1393911408168318,-0.07068152226599844,1.021405182655144e-14,-1.021405182655144e-14,1.021405182655144e-14,0.0,0.1016588977046351,-0.0384720842603401,1233.0,1188.0,1182.3823591761698,1177.0,1170.7443649720208,1164.2182610887598,1156.2779436431258,1148.3376261974915,1140.1044155330442,1131.8712048685966,1123.3451009853354,1229.0330919709468,1114.7440232469248,1106.0,1224.6916953056466,1219.0,1214.0,1209.0,1204.0,1199.0,1194.0,1119.0,1201.715239220438,1210.6176408238302,1219.617499276661,1228.2556350279792,1236.7817389112402,1244.7220563568742,1252.6623738025085,1259.8955844669558,1267.1287951314034,1273.6548990146646,1128.867632116213,1280.0,1286.0,1138.3083046943534,1147.1800319270226,1156.3382687363207,1165.4965055456187,1174.6547423549168,1183.8129791642148,1192.9712159735127,224.5860924232703
1,15,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,237.60664206642068,1280.6287822878228,15,0.0025846065078192204,-1.2434497875801753e-14,-0.09631384130997489,-0.05903678090491438,-0.008200490344415279,0.0251487880492387,-0.06948395564714915,-0.0018589871924594714,-0.04350158721737141,0.09289156313275293,0.09839187444558317,-0.0025846065078192204,0.0,-0.016051812403484078,-0.03330717107097758,0.051943589982272886,-0.002584606507811227,-0.13341937858991537,1.2434497875801753e-14,300.0,238.772687604083,233.18629150101506,227.59989539794717,223.0,219.0,215.08334777586285,210.91116523516808,207.44608947565985,204.0,201.0,292.999390334559,197.05086219713516,192.0,285.8272077938642,278.8265981284232,271.8259884629822,265.0,258.53187591328674,251.3596933725919,244.3590837071509,1188.0,1270.2273123959171,1279.8137084989849,1289.4001046020528,1299.3951226764723,1309.6386255607267,1319.9166522241371,1330.0888347648317,1340.5539105243402,1351.0268506601174,1361.684567106745,1197.000609665441,1371.949137802865,1382.0,1206.1727922061357,1215.1734018715767,1224.1740115370178,1233.2469516727951,1242.4681240867133,1251.640306627408,1260.6409162928492,238.00714267493666
1,16,dauerProtocol3,20220427,nan,0,m2X,p001,0,B01,B01,nan,20220427-dauerProtocol3-p001-m2X_B01_w1.TIF,20220427-dauerProtocol3-p001-m2X_B01_w2.TIF,wellmask_98.png,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/raw_images,/Users/timcrombie/Desktop/CP_test3/well_mask,1726.8755788823712,1218.785118863847,16,0.14975884702906672,0.14773962506175886,-0.14773962506176108,-0.07386021365929452,7.549516567451064e-15,-0.09084178928979503,-0.029989585623558135,-0.0722861648322839,0.025646920288466823,0.15033806276189,-0.21969258197129315,0.0,3.552713678800501e-15,-0.07864738617667077,-0.10725898875128825,-0.10804772906733184,-0.057678525853033236,0.053183598641363794,-0.0756776050932304,1860.0,1740.2944045756262,1726.8557116743489,1712.5885916483257,1699.1498987470486,1685.8343114713896,1672.51872419573,1659.9352703274553,1647.503747258544,1635.002370204846,1622.8063179906885,1846.9755206610962,1609.8457366312841,1598.0,1833.9510413221922,1820.9265619832881,1807.9020826443843,1794.4633897431072,1780.431676866705,1767.7072605789806,1754.147311039276,1221.0,1212.0,1214.0,1214.0,1216.0,1219.0,1222.0,1226.0647296725447,1230.496252741456,1236.0,1241.0,1220.0,1244.1542633687159,1250.0,1217.0,1214.0,1211.0,1209.0,1208.431676866705,1209.2927394210194,1211.0,285.3424005204644
